Open Contracting ID,Entrega compilada:ID de Entrega,Entrega compilada:Adjudicaciones:ID de Adjudicación,Entrega compilada:Adjudicaciones:Valor:Monto,Entrega compilada:Adjudicaciones:Valor:Moneda,Entrega compilada:Adjudicaciones:Valor:Nombre de Moneda,Entrega compilada:Adjudicaciones:Fecha de adjudicación
ocds-dgv273-seacev3-1091780,ocds-dgv273-seacev3-1091780-2026-05-15T10:34:05.282662-05:00,1091780-1647598,1699035.48,PEN,Soles,2025-02-26T00:00:00-05:00
ocds-dgv273-seacev3-2025-960-5,ocds-dgv273-seacev3-2025-960-5-2026-05-15T10:33:19.728190-05:00,1093819-20608607154,423137.68,PEN,Soles,2025-03-11T00:00:00-05:00
ocds-dgv273-seacev3-2025-10368-17,ocds-dgv273-seacev3-2025-10368-17-2026-05-15T10:33:19.677526-05:00,1092099-20608461371,72018.55,PEN,Soles,2025-03-03T00:00:00-05:00
ocds-dgv273-seacev3-2025-1481-5,ocds-dgv273-seacev3-2025-1481-5-2026-05-15T10:33:19.646344-05:00,1089092-20493640322,2035384.88,PEN,Soles,2025-02-27T00:00:00-05:00
ocds-dgv273-seacev3-2025-1160-3,ocds-dgv273-seacev3-2025-1160-3-2026-05-15T10:32:57.445527-05:00,1093950-10410828184,1325023.51,PEN,Soles,2025-03-25T00:00:00-05:00
ocds-dgv273-seacev3-1088917,ocds-dgv273-seacev3-1088917-2026-05-15T10:32:57.413304-05:00,1088917-20494503469,83000.0,PEN,Soles,2025-03-12T00:00:00-05:00
ocds-dgv273-seacev3-2025-200-4,ocds-dgv273-seacev3-2025-200-4-2026-05-14T10:36:35.414512-05:00,1088833-1645647,124087.76,PEN,Soles,2025-02-27T00:00:00-05:00
ocds-dgv273-seacev3-2025-20-18,ocds-dgv273-seacev3-2025-20-18-2026-05-14T10:36:24.487820-05:00,1087877-20418896915,84721.48,USD,Dólar Norteamericano,2025-04-10T00:00:00-05:00
ocds-dgv273-seacev3-2025-1899-9,ocds-dgv273-seacev3-2025-1899-9-2026-05-14T10:36:13.297662-05:00,1092784-10458652614,183210.0,PEN,Soles,2025-03-13T00:00:00-05:00
ocds-dgv273-seacev3-2025-1514-11,ocds-dgv273-seacev3-2025-1514-11-2026-05-14T10:36:02.421452-05:00,1093280-20611367326,670800.0,PEN,Soles,2025-03-13T00:00:00-05:00
ocds-dgv273-seacev3-1088355,ocds-dgv273-seacev3-1088355-2026-05-14T10:36:02.406767-05:00,1088355-20568286562,1386233.96,PEN,Soles,2025-02-05T00:00:00-05:00
ocds-dgv273-seacev3-1092895,ocds-dgv273-seacev3-1092895-2026-05-13T10:35:26.389380-05:00,1092895-20606142880,192562.08,PEN,Soles,2025-03-11T00:00:00-05:00
ocds-dgv273-seacev3-2025-170248-3,ocds-dgv273-seacev3-2025-170248-3-2026-05-13T10:35:15.610089-05:00,1091953-20503650186,438900.0,PEN,Soles,2025-03-19T00:00:00-05:00
ocds-dgv273-seacev3-2025-819-1,ocds-dgv273-seacev3-2025-819-1-2026-05-13T10:35:04.767744-05:00,1088532-20527612129,1625000.0,PEN,Soles,2025-02-21T12:28:45-05:00
ocds-dgv273-seacev3-1100953,ocds-dgv273-seacev3-1100953-2026-05-10T21:37:51.657453-05:00,1100953-1662516,5860000.0,PEN,Soles,2025-04-08T00:00:00-05:00
ocds-dgv273-seacev3-1100953,ocds-dgv273-seacev3-1100953-2026-05-10T21:37:51.657453-05:00,1100953-1662669,5860000.0,PEN,Soles,2025-04-08T00:00:00-05:00
ocds-dgv273-seacev3-1100953,ocds-dgv273-seacev3-1100953-2026-05-10T21:37:51.657453-05:00,1100953-1662662,5417700.0,PEN,Soles,2025-04-08T00:00:00-05:00
ocds-dgv273-seacev3-1092891,ocds-dgv273-seacev3-1092891-2026-05-10T21:37:51.573519-05:00,1092891-1663260,1433889.0,PEN,Soles,2025-04-08T00:00:00-05:00
ocds-dgv273-seacev3-1092080,ocds-dgv273-seacev3-1092080-2026-05-10T21:37:41.036524-05:00,1092080-1684509,10345617.92,PEN,Soles,2025-06-02T00:00:00-05:00
ocds-dgv273-seacev3-2025-200013-4,ocds-dgv273-seacev3-2025-200013-4-2026-05-10T21:37:30.367035-05:00,1087825-20480821735,1566181.72,PEN,Soles,2025-02-21T00:00:00-05:00
ocds-dgv273-seacev3-2025-10249-47,ocds-dgv273-seacev3-2025-10249-47-2026-05-10T21:36:58.745118-05:00,1088265-20393045206,31052.93,PEN,Soles,2025-02-17T00:00:00-05:00
ocds-dgv273-seacev3-2025-1611-2,ocds-dgv273-seacev3-2025-1611-2-2026-05-10T21:36:58.684075-05:00,1092594-20530273009,83713.57,PEN,Soles,2025-03-06T00:00:00-05:00
ocds-dgv273-seacev3-2025-20005-7,ocds-dgv273-seacev3-2025-20005-7-2026-05-10T21:36:58.662259-05:00,1088208-1654937,395935.91,PEN,Soles,2025-03-27T00:00:00-05:00
ocds-dgv273-seacev3-1117554,ocds-dgv273-seacev3-1117554-2026-05-08T10:37:17.581494-05:00,1117554-20525051782,2149595.56,PEN,Soles,2025-05-21T00:00:00-05:00
ocds-dgv273-seacev3-2025-1093-1,ocds-dgv273-seacev3-2025-1093-1-2026-05-08T10:37:17.518400-05:00,1087967-1645277,297696.33,PEN,Soles,2025-02-17T00:00:00-05:00
ocds-dgv273-seacev3-2025-200537-16,ocds-dgv273-seacev3-2025-200537-16-2026-05-08T10:37:17.447351-05:00,1091691-1705717,12766693.28,PEN,Soles,2025-07-30T00:00:00-05:00
ocds-dgv273-seacev3-2025-754-18,ocds-dgv273-seacev3-2025-754-18-2026-05-08T10:37:06.681001-05:00,1090688-20605790802,88000.0,PEN,Soles,2025-02-28T00:00:00-05:00
ocds-dgv273-seacev3-2025-200303-12,ocds-dgv273-seacev3-2025-200303-12-2026-05-07T10:36:24.536598-05:00,1090202-20495651941,81600.0,PEN,Soles,2025-03-04T00:00:00-05:00
ocds-dgv273-seacev3-2025-200303-33,ocds-dgv273-seacev3-2025-200303-33-2026-05-07T10:36:24.439264-05:00,1092281-20570653203,51120.0,PEN,Soles,2025-03-05T00:00:00-05:00
ocds-dgv273-seacev3-2025-200303-15,ocds-dgv273-seacev3-2025-200303-15-2026-05-07T10:36:24.397342-05:00,1091546-20495651941,68700.0,PEN,Soles,2025-03-03T00:00:00-05:00
ocds-dgv273-seacev3-2025-200303-2,ocds-dgv273-seacev3-2025-200303-2-2026-05-07T10:36:24.377798-05:00,1091472-20368953149,74999.0,PEN,Soles,2025-03-03T00:00:00-05:00
ocds-dgv273-seacev3-2025-2430-54,ocds-dgv273-seacev3-2025-2430-54-2026-05-07T10:36:14.311177-05:00,1093616-20447678722,306000.0,PEN,Soles,2025-03-25T00:00:00-05:00
ocds-dgv273-seacev3-2025-200303-9,ocds-dgv273-seacev3-2025-200303-9-2026-05-07T10:36:14.291504-05:00,1091518-20368953491,147800.0,PEN,Soles,2025-03-03T00:00:00-05:00
ocds-dgv273-seacev3-2025-224-91,ocds-dgv273-seacev3-2025-224-91-2026-05-07T10:36:02.657753-05:00,1092811-1654531,128169.82,PEN,Soles,2025-03-28T00:00:00-05:00
ocds-dgv273-seacev3-2025-224-88,ocds-dgv273-seacev3-2025-224-88-2026-05-07T10:36:02.638786-05:00,1093006-1654392,4388412.31,PEN,Soles,2025-03-20T00:00:00-05:00
ocds-dgv273-seacev3-2025-200303-3,ocds-dgv273-seacev3-2025-200303-3-2026-05-07T10:35:51.057346-05:00,1091509-20368953149,62999.0,PEN,Soles,2025-03-03T00:00:00-05:00
ocds-dgv273-seacev3-2025-200303-16,ocds-dgv273-seacev3-2025-200303-16-2026-05-07T10:35:51.021242-05:00,1090227-20453795315,64375.0,PEN,Soles,2025-02-26T00:00:00-05:00
ocds-dgv273-seacev3-2025-224-57,ocds-dgv273-seacev3-2025-224-57-2026-05-07T10:35:39.357891-05:00,1090959-1657163,6634595.96,PEN,Soles,2025-03-28T00:00:00-05:00
ocds-dgv273-seacev3-2025-2430-55,ocds-dgv273-seacev3-2025-2430-55-2026-05-07T10:35:39.321989-05:00,1093459-20601802628,105225.6,PEN,Soles,2025-04-03T00:00:00-05:00
ocds-dgv273-seacev3-2025-200303-14,ocds-dgv273-seacev3-2025-200303-14-2026-05-07T10:35:39.258620-05:00,1090238-20491610264,44000.0,PEN,Soles,2025-03-06T00:00:00-05:00
ocds-dgv273-seacev3-2025-200303-1,ocds-dgv273-seacev3-2025-200303-1-2026-05-07T10:35:27.223950-05:00,1089975-20368953149,250000.0,PEN,Soles,2025-03-04T00:00:00-05:00
ocds-dgv273-seacev3-2025-200303-5,ocds-dgv273-seacev3-2025-200303-5-2026-05-07T10:35:27.205611-05:00,1090218-20491610264,47500.0,PEN,Soles,2025-02-26T00:00:00-05:00
ocds-dgv273-seacev3-2025-200303-8,ocds-dgv273-seacev3-2025-200303-8-2026-05-07T10:35:27.141204-05:00,1091490-20453795749,93500.0,PEN,Soles,2025-03-03T00:00:00-05:00
ocds-dgv273-seacev3-2025-200303-7,ocds-dgv273-seacev3-2025-200303-7-2026-05-07T10:35:27.122532-05:00,1090201-20491610264,48400.0,PEN,Soles,2025-02-26T00:00:00-05:00
ocds-dgv273-seacev3-2025-200303-6,ocds-dgv273-seacev3-2025-200303-6-2026-05-07T10:35:15.829756-05:00,1090221-20491610264,42900.0,PEN,Soles,2025-02-26T00:00:00-05:00
ocds-dgv273-seacev3-2025-200303-13,ocds-dgv273-seacev3-2025-200303-13-2026-05-07T10:35:15.812345-05:00,1090203-20368953815,79415.0,PEN,Soles,2025-03-04T00:00:00-05:00
ocds-dgv273-seacev3-2025-1628-2,ocds-dgv273-seacev3-2025-1628-2-2026-05-07T10:35:15.698190-05:00,1089483-20514345440,1222149.6,PEN,Soles,2025-03-31T00:00:00-05:00
ocds-dgv273-seacev3-2025-2430-57,ocds-dgv273-seacev3-2025-2430-57-2026-05-07T10:35:03.012919-05:00,1093590-20606346639,141225.24,PEN,Soles,2025-04-03T00:00:00-05:00
ocds-dgv273-seacev3-2025-200303-11,ocds-dgv273-seacev3-2025-200303-11-2026-05-07T10:35:02.929927-05:00,1091527-20495651941,45700.0,PEN,Soles,2025-03-03T00:00:00-05:00
ocds-dgv273-seacev3-2025-200303-10,ocds-dgv273-seacev3-2025-200303-10-2026-05-07T10:35:02.911187-05:00,1091537-20368953068,128450.0,PEN,Soles,2025-03-03T00:00:00-05:00
ocds-dgv273-seacev3-2025-666-10,ocds-dgv273-seacev3-2025-666-10-2026-05-07T10:35:02.892633-05:00,1091776-1649802,383880.0,PEN,Soles,2025-03-05T00:00:00-05:00
ocds-dgv273-seacev3-1093811,ocds-dgv273-seacev3-1093811-2026-05-06T10:33:32.083287-05:00,1093811-10075605663,215040.0,PEN,Soles,2025-02-28T00:00:00-05:00
ocds-dgv273-seacev3-1094049,ocds-dgv273-seacev3-1094049-2026-05-06T10:33:32.013117-05:00,1094049-20601515751,105000.0,PEN,Soles,2025-04-01T00:00:00-05:00
ocds-dgv273-seacev3-2025-224-46,ocds-dgv273-seacev3-2025-224-46-2026-05-06T10:33:31.959356-05:00,1088443-1647076,1603259.5,PEN,Soles,2025-03-04T00:00:00-05:00
ocds-dgv273-seacev3-2025-200030-26,ocds-dgv273-seacev3-2025-200030-26-2026-05-06T10:33:21.707882-05:00,1093604-1661595,519992.53,PEN,Soles,2025-04-29T00:00:00-05:00
ocds-dgv273-seacev3-2025-200-1,ocds-dgv273-seacev3-2025-200-1-2026-05-06T10:33:11.660112-05:00,1089062-1645684,200640.0,PEN,Soles,2025-02-20T00:00:00-05:00
ocds-dgv273-seacev3-2025-200-1,ocds-dgv273-seacev3-2025-200-1-2026-05-06T10:33:11.660112-05:00,1089062-20539916379,212995.0,PEN,Soles,2025-02-20T00:00:00-05:00
ocds-dgv273-seacev3-2025-224-35,ocds-dgv273-seacev3-2025-224-35-2026-05-06T10:32:48.937580-05:00,1088003-1647030,465125.32,PEN,Soles,2025-03-28T00:00:00-05:00
ocds-dgv273-seacev3-2025-35-163,ocds-dgv273-seacev3-2025-35-163-2026-05-04T10:04:03.397194-05:00,1091370-1648386,314800.0,PEN,Soles,2025-03-07T00:00:00-05:00
ocds-dgv273-seacev3-1089659,ocds-dgv273-seacev3-1089659-2026-05-02T10:08:46.316057-05:00,1089659-20610342966,367101.6,PEN,Soles,2025-03-07T00:00:00-05:00
ocds-dgv273-seacev3-2025-1926-22,ocds-dgv273-seacev3-2025-1926-22-2026-05-02T10:08:38.671332-05:00,1093928-20516536021,28937.26,USD,Dólar Norteamericano,2025-03-19T00:00:00-05:00
ocds-dgv273-seacev3-1089195,ocds-dgv273-seacev3-1089195-2026-05-02T10:08:38.648974-05:00,1089195-1655788,1332462.14,PEN,Soles,2025-04-03T00:00:00-05:00
ocds-dgv273-seacev3-2025-1313-2,ocds-dgv273-seacev3-2025-1313-2-2026-05-02T10:08:27.354402-05:00,1092257-20610988815,1268243.58,PEN,Soles,2025-03-19T00:00:00-05:00
ocds-dgv273-seacev3-2025-53-7,ocds-dgv273-seacev3-2025-53-7-2026-04-30T10:19:43.206047-05:00,1088744-1674378,293000.84,PEN,Soles,2025-04-29T00:00:00-05:00
ocds-dgv273-seacev3-1087981,ocds-dgv273-seacev3-1087981-2026-04-30T10:19:33.478464-05:00,1087981-1646428,162510.86,PEN,Soles,2025-02-25T00:00:00-05:00
ocds-dgv273-seacev3-2025-10552-13,ocds-dgv273-seacev3-2025-10552-13-2026-04-30T10:19:11.605336-05:00,1092249-20418896915,99301.78,PEN,Soles,2025-03-17T00:00:00-05:00
ocds-dgv273-seacev3-2025-1312-10,ocds-dgv273-seacev3-2025-1312-10-2026-04-30T10:19:00.439781-05:00,1088822-1646205,1659905.87,PEN,Soles,2025-03-13T00:00:00-05:00
ocds-dgv273-seacev3-1090376,ocds-dgv273-seacev3-1090376-2026-04-30T10:19:00.386452-05:00,1090376-10205815576,72600.0,PEN,Soles,2025-02-19T00:00:00-05:00
ocds-dgv273-seacev3-2025-202314-21,ocds-dgv273-seacev3-2025-202314-21-2026-04-29T10:19:03.541359-05:00,1088653-10453665530,156000.0,PEN,Soles,2025-02-07T00:00:00-05:00
ocds-dgv273-seacev3-2025-1060-8,ocds-dgv273-seacev3-2025-1060-8-2026-04-29T10:18:21.432290-05:00,1088472-20601333181,873907.42,PEN,Soles,2025-03-12T00:00:00-05:00
ocds-dgv273-seacev3-1093213,ocds-dgv273-seacev3-1093213-2026-04-29T10:18:12.141506-05:00,1093213-1651178,815541.91,PEN,Soles,2025-03-14T00:00:00-05:00
ocds-dgv273-seacev3-2025-10151-10,ocds-dgv273-seacev3-2025-10151-10-2026-04-29T10:18:12.090698-05:00,1089917-10454769959,206152.0,PEN,Soles,2025-03-05T00:00:00-05:00
ocds-dgv273-seacev3-2025-1598-14,ocds-dgv273-seacev3-2025-1598-14-2026-04-29T10:18:12.053421-05:00,1087897-20514345440,395307.6,PEN,Soles,2025-02-14T00:00:00-05:00
ocds-dgv273-seacev3-2025-10356-44,ocds-dgv273-seacev3-2025-10356-44-2026-04-26T10:13:29.568070-05:00,1089421-1647022,408415.0,PEN,Soles,2025-03-05T00:00:00-05:00
ocds-dgv273-seacev3-2025-416-5,ocds-dgv273-seacev3-2025-416-5-2026-04-26T10:13:29.530905-05:00,1088315-20532580260,1838687.17,PEN,Soles,2025-03-18T00:00:00-05:00
ocds-dgv273-seacev3-1091603,ocds-dgv273-seacev3-1091603-2026-04-26T10:13:18.478521-05:00,1091603-10027062038,1260480.3,PEN,Soles,2025-03-05T00:00:00-05:00
ocds-dgv273-seacev3-2025-10015-4,ocds-dgv273-seacev3-2025-10015-4-2026-04-26T10:13:00.110986-05:00,1089970-20602343350,892850.88,PEN,Soles,2025-03-21T00:00:00-05:00
ocds-dgv273-seacev3-2025-1054-10,ocds-dgv273-seacev3-2025-1054-10-2026-04-26T10:13:00.057890-05:00,1093173-1651604,782002.52,PEN,Soles,2025-03-11T00:00:00-05:00
ocds-dgv273-seacev3-2025-1031-6,ocds-dgv273-seacev3-2025-1031-6-2026-04-25T10:20:23.680771-05:00,1091005-20494263484,5093076.18,PEN,Soles,2025-05-27T00:00:00-05:00
ocds-dgv273-seacev3-2025-35-7,ocds-dgv273-seacev3-2025-35-7-2026-04-25T10:20:12.718867-05:00,1091384-20548677271,112291.24,PEN,Soles,2025-03-12T00:00:00-05:00
ocds-dgv273-seacev3-1185886,ocds-dgv273-seacev3-1185886-2026-04-24T10:19:40.093486-05:00,1185886-20428865058,1979094.96,PEN,Soles,2026-02-20T00:00:00-05:00
ocds-dgv273-seacev3-2025-1003048448-1,ocds-dgv273-seacev3-2025-1003048448-1-2026-04-24T10:19:07.544585-05:00,1092697-20601978700,190000.0,PEN,Soles,2025-03-17T00:00:00-05:00
ocds-dgv273-seacev3-2025-1003011158-36,ocds-dgv273-seacev3-2025-1003011158-36-2026-04-24T10:18:56.250583-05:00,1088908-20605141723,3884798.05,PEN,Soles,2025-02-25T00:00:00-05:00
